,user_name,list_count,verified_account,url_count,hashtag_diversity,user_tag_diversity,likes_no,retweet_no,friends_following_ratio,tweet_frequency,lexical_diversity,age_of_account
24,a2b_bot,29,False,7,0.0,0.0,18,5,0.992248062016,21.28,0.311403058606,779
25,abby_ebooks,26,False,0,1.0,0.416666666667,17,1,0.589353612167,2.23,0.6203125,2160
26,ablankblank,29,False,0,0.0,0.0,48,11,0.989130434783,8.36,0.512274959083,837
27,ABotOfIceNFire,6,False,14,0.0,1.0,71,33,1.0,7.93,0.242952522255,736
28,AbyssGazingBot,13,False,0,0.0,0.0,4,2,1.0,3.97,0.223253275109,627
29,AccidentallyBot,5,False,0,0.0,0.0,0,0,1.0,3.98,0.123287671233,1140
30,AcerolaVc_BOT,284,False,91,0.0,1.0,68,3,0.443777110444,50.04,0.0401416765053,2515
31,ActionFilmQuote,14,False,0,0.0,0.0,18,6,1.0,8.54,0.331862911435,627
32,AdNauseosity,9,False,0,0.0,0.0,0,0,1.0,10.36,1.0,1021
33,AdvSettings_,12,False,88,0.0,0.0,0,9,1.0,23.96,0.0988740323716,901
34,AeltesterMensch,7,False,0,0.0,0.0,10,0,1.0,23.72,0.0561652035116,900
35,aero_planes,7,False,31,0.0,0.0,11,3,1.0,16.43,0.258669785416,616
36,affectivelabour,13,False,2,0.0,0.0,44,12,1.0,23.86,0.0937413458876,1130
37,af_diff,7,False,484,0.0,0.0,1,9,0.913043478261,80.41,0.249279358316,459
38,ahouseofdust,25,False,31,0.0,0.0,115,9,0.822033898305,23.22,0.0157299549358,989
39,akari_daisuki,2964,False,2,0.666666666667,0.416666666667,56293,70822,0.576880719362,83.40,0.928174123337,2386
40,akitaneruneru,160,False,476,0.3875,0.0896478121665,465,1346,0.545382271101,173.06,0.22325741891,2936
41,Alain_de_Botnet,16,False,0,0.0,0.0,58,12,0.991452991453,23.95,0.0966970557465,641
42,album_drop_bot,4,False,0,1.0,0.0,0,0,1.0,3.03,1.0,981
43,AlexHamilbot,10,False,0,0.0,0.0,11,1,0.983333333333,7.87,0.358294930876,789
44,AlignmentBot,57,False,0,0.0,0.0,193,109,1.0,7.98,0.508298755187,896
45,AllBotAndNoPlay,9,False,0,0.0,0.0,1,0,1.0,22.87,0.00818307905687,649
46,allnothings,41,False,0,0.0,0.0,145,71,0.993730407524,16.84,0.182760606642,1357
47,allyourbasebot,12,False,0,0.0,0.0,5,7,0.981132075472,4.01,0.146285714286,609
48,all_in_cards,60,False,0,0.0,0.0,81,8,0.996865203762,8.98,0.617619047619,1111
49,all_i_crave_bot,5,False,0,0.0,0.0,6,3,1.0,3.77,0.115362318841,213
50,all_my_roles,10,False,0,0.0,0.0,1,0,1.0,17.98,0.337280909522,809
51,all_the_gods,27,False,2,0.0,0.8,210,50,0.99797979798,2.66,0.346739130435,970
52,almond_ebooks,5,False,0,0.0,0.666666666667,5,2,0.467187979148,4.53,0.426829268293,1049
53,AlmostAmends,4,False,109,0.0,0.0,2,321,1.0,9.17,0.276434605301,850
54,aLonelyProject,18,False,0,0.0212765957447,1.0,17,6,0.927038626609,3.07,0.0911854103343,1593
55,Alph_crow,5,False,20,0.888888888889,0.29702970297,3,3320,0.843137254902,15.04,0.239347234814,2857
56,amazon,14795,True,60,0.5,0.908952959029,10451,3770,0.999987578949,8.25,0.394190358467,3453
57,AmericanExpress,6469,True,51,0.645161290323,0.583333333333,971,255,0.978267111312,17.54,0.180408292451,3351
58,AmexOffers,295,True,1,1.0,1.0,1,0,1.0,3236.33,1.0,2357
59,amore_explainer,14,False,0,0.0,0.0,1,1,0.491228070175,4.98,0.220588235294,1185
60,anagnorisis_ts,5,False,0,0.0,0.0,0,0,0.68189233279,17.57,1.0,1141
61,AnagramBot,18,False,0,0.00156739811912,0.5,2,1,0.977777777778,35.12,0.298105587076,1494
62,anappleadaybot,8,False,0,0.0,0.0,10,4,1.0,23.92,0.173733480176,475
63,AndNowImagine,106,False,0,0.973684210526,0.0,87,24,0.97265625,30.67,0.283770445572,1709
64,andrewhuangbot,4,False,0,0.0,0.0,434,34,0.996884735202,11.92,0.333429063756,668
65,AndroidDev,16330,True,19,0.72,0.5,5955,5428,0.999963762975,0.86,0.634873323398,3163
66,AndromedaBot,172,False,0,0.0,0.0,2238,400,1.0,23.71,0.684812760055,1287
67,anew_bot,116,False,19,0.0,0.0128205128205,2,0,0.542937587987,50.67,0.0956228956229,3123
68,animal_tech_cop,85,False,0,0.0,0.0,6,6,1.0,23.92,0.136803557416,908
69,antainbot,63,False,0,0.0,0.0,862,230,1.0,13.59,0.310845175767,759
70,antiphilosophy,6,False,0,0.0,0.0,0,0,1.0,1.14,0.214285714286,2793
71,AppleRumoursBot,11,False,0,0.0,0.0,21,2,1.0,3.91,0.144192256342,649
72,aqueerbestiary,3,False,0,0.0,0.0,23,2,0.947368421053,7.63,0.236985236985,270
73,ArabischBot,5,False,0,0.0,0.0,0,0,1.0,20.91,1.0,994
74,arbitrarynames,10,False,0,0.0,0.0,1,0,0.983606557377,4.98,1.0,1460
75,archillinks,317,False,7760,0.0,0.000324569944823,7040,768,0.99993948929,129.90,0.692364373215,594
76,Arcueid_bot,70,False,0,0.0,0.0,11,3,0.566844919786,11.02,0.310606060606,2962
77,ARealRiver,64,False,0,0.0,0.0,24,13,1.0,24.47,0.291794158554,1397
78,arenaziscoolyet,5,False,0,0.0,0.0,0,0,1.0,7.82,0.0353403141361,615
79,argent_meister,109,False,1,0.0,0.0161290322581,21,1,0.522719623023,33.57,0.453271028037,3231
80,arguetron,113,False,0,0.0990990990991,0.163120567376,450,89,0.994263862333,180.46,0.0516588642377,682
81,arniecommentary,10,False,0,0.0,0.0,47,12,0.879746835443,2.05,0.319857312723,803
82,arslongvitabrev,9,False,181,0.0,0.0,11,1,0.975609756098,5.92,0.544680851064,796
83,artassignbot,215,False,0,0.0,0.0,5,0,0.99957374254,19.87,1.0,1742
84,ArtBrowsing,23,False,189,0.0,0.0,17,3,0.98125,6.41,0.543659043659,395
85,artideabot,47,False,0,0.0,1.0,78,23,1.0,1.21,1.0,711
86,artideasbot,10,False,0,0.0,0.0,7,0,0.425925925926,47.88,0.00845599749452,791
87,ArtListsBot,16,False,0,0.0,1.0,0,0,0.993392070485,20.85,0.913043478261,943
88,ashesbot,4,False,0,0.0,0.0,5,0,1.0,1.08,0.200787401575,1090
89,asoiafcharbot,8,False,0,0.0,0.0,3,0,0.966666666667,8.91,0.833583208396,771
90,assignments_txt,27,False,0,0.0,0.0,1,0,1.0,1.69,1.0,1474
91,astranauseam,12,False,0,0.0,0.0,1,0,0.972972972973,8.69,0.797421731123,739
92,AstronautKatze,148,False,1,0.0,0.863636363636,308,142,0.519905341042,30.63,0.191358024691,2293
93,AteneumBot,26,False,2,0.0,0.0,0,0,0.781990521327,3.59,1.0,1431
94,atinyzoo,12,False,0,0.0,0.0,0,0,1.0,23.83,0.0961627369394,858
95,Attibot,9,False,0,0.0,0.0,3,1,0.784090909091,84.21,0.0333916958479,1858
96,AussieParlEdits,57,False,124,0.0,0.0,38,32,0.989089184061,1.00,0.163969795038,1478
97,autoblake,24,False,0,0.0,0.0,103,1,1.0,8.05,0.43102688409,1851
98,AutoCharts,174,False,0,0.0,0.0,32,26,0.999495459132,1.31,1.0,1583
99,autocompletejok,100,False,0,0.0,0.0,24,10,0.999065420561,10.41,0.27128363476,1117
100,autocompleterap,53,False,0,0.0,0.0,2,0,0.992727272727,7.28,0.909090909091,1309
101,autocomplete_rt,15,False,0,0.0,0.0,1,0,0.965517241379,1.99,0.0907590759076,613
102,autodoyle,15,False,0,0.0,0.0,35,25,0.984848484848,25.90,0.173368649169,1158
103,AutoElse,12,False,0,0.0,0.0,14,2,0.510204081633,23.89,0.386397386397,617
104,autoflaneur,73,False,0,0.0,0.833333333333,165,82,0.757805907173,23.58,0.0526315789474,882
105,AutomataWinery,24,False,30,0.0,0.0,66,25,0.998242530756,7.92,0.161590524535,639
106,automatic_spice,23,False,0,0.0,0.0,17,6,0.996254681648,4.08,0.504132231405,867
107,AutoMinimalist,33,False,3,0.0,0.0,51,10,1.0,5.86,0.764705882353,770
108,AutoNetflix,36,False,1,0.0,0.0,32,21,0.824797843666,8.22,0.112762871646,1379
109,AutoUBIAdovcate,2,False,0,0.0,0.0,0,0,0.765765765766,219.06,0.875,238
110,AU_Prompts,43,False,0,0.0,0.0,6,3,0.997429305913,2.87,0.702127659574,1698
111,average_plant,5,False,0,0.0,0.0,0,0,0.8,11.90,0.0504731861199,998
112,Avocado_bot,546,False,3,1.0,0.0,558,117,0.47123011217,519.31,0.891612903226,2502
113,AwfulEmoji,20,False,0,0.0,0.0,10,5,1.0,7.95,1.0,633
114,AznPlace,10,False,15,0.0,0.0,4,1,0.939393939394,7.88,0.152630215082,991
115,azusabot,875,False,0,0.0,0.0376411543287,102,35,0.441464500334,344.24,0.107879607711,3072
116,a_lovely_cloud,35,False,0,0.0,0.0,17,10,1.0,93.63,0.0988199495324,1358
117,a_photo_with,9,False,13,0.0,0.0,1,0,1.0,1.01,0.275862068966,606
118,a_quilt_bot,239,False,0,0.0,0.031512605042,119,38,0.999360409338,86.05,0.516247379455,1421
119,a_travel_bot,90,False,0,0.0,0.0,8,2,1.0,4.75,0.441612125388,1225
120,B891_,438,False,86,0.0909090909091,0.75,4,4,0.646691635456,23.78,0.661846496107,2769
121,BaanaCounter,33,False,0,0.00348432055749,0.0,12,1,0.847145488029,23.00,0.123387463955,1234
122,BadHoroscopeBot,8,False,171,0.00372439478585,0.347826086957,338,22063,0.244323790721,24.67,0.306340114557,770
123,BadIdeaBot,43,False,0,0.0,0.5,17,11,0.900874635569,14.67,0.504504504505,1447
124,badpizzabot,4,False,0,0.0,0.0,3,1,1.0,7.63,0.0866873065015,311
125,bad_chessboard,19,False,0,0.0,0.0,6,10,0.985915492958,3.99,0.262396694215,629
126,bad_comedy_exe,7,False,0,0.0,0.0,10,0,1.0,7.83,0.164948453608,620
127,baldesorry,70,False,0,0.0,0.0,13,1,0.993023255814,32.58,0.964705882353,1261
128,bandname_exe,20,False,0,0.0909090909091,0.0,19,4,1.0,8.77,0.298285198556,1486
129,bankedits,6,False,686,0.0,0.0,20,8,0.942477876106,19.80,0.203768038482,516
130,barricade_bot,103,False,0,0.0,0.0033698399326,16,4,0.649584487535,87.09,0.0689536878216,2995
131,BarsBot,14,False,168,0.0,0.0,12,3,1.0,5.56,0.267113250994,236
132,bauhausbothaus,8,False,337,0.0,0.0,105,28,0.980952380952,11.23,0.374168104511,123
133,bbbbbbbbbbbaka,8,False,0,0.0,0.285714285714,221,22,0.96875,23.88,0.170066324615,693
134,BBCBreaking,132550,True,128,0.628571428571,0.25,368535,219577,0.999999920917,8.44,0.51768488746,4116
135,bbgblossoms,14,False,1,0.0,0.0,1,1,0.994680851064,0.37,0.666666666667,2319
136,BeachbumBotty,2,False,61,0.0,0.0,8,1,1.0,2.00,0.125702247191,250
137,beakeringnews,78,False,33,0.75,0.4,8,6,0.999052581715,20.23,0.146321070234,3023
138,beastwars_bot,76,False,21,0.0,0.0,50,10,0.868188512518,49.04,0.620866773676,2991
139,BelievableAlias,2,False,0,0.0,0.0,0,1,0.9,17.51,1.0,242
140,bemorebotdog,5,False,0,0.0,0.0,2,0,0.904761904762,4.95,0.32782369146,670
141,BenghaziWord,35,False,0,0.0,0.0,28,14,0.995780590717,71.92,0.117281094144,1475
142,benjaminbotbot,2,False,11,0.0,0.0,1,0,0.611111111111,0.93,0.609712230216,742
143,bestisthered,15,False,0,0.0,0.0,0,1,0.949367088608,2.53,0.888888888889,3218
144,bestofbothbots,276,False,146,0.883333333333,0.956,0,2071,0.992366412214,20.85,0.371253555021,1569
145,BestOfRHP,16,False,0,0.0,1.0,0,1,0.914285714286,41.09,0.958333333333,1727
146,BestOfTheBots,60,False,146,0.263157894737,0.153439153439,0,4247,0.62582345191,23.01,0.380872670461,1711
147,best_of_HP,9,False,0,0.0,0.0,26,3,1.0,22.38,0.288484368817,1085
148,bethebot,11,False,0,0.0,0.0,9,1,0.159151193634,7.84,0.233409610984,632
149,bettertrumplogo,3,False,0,0.0,0.0,0,0,1.0,2.20,1.0,743
150,bewithyoubot,14,False,0,0.0,0.0,1,1,0.691275167785,0.97,0.22619047619,817
151,BiffySays,5,False,0,0.0,0.0,37,15,0.912280701754,4.30,0.36784409257,1575
152,BigMacinbot,32,False,0,0.0,0.607142857143,172,5,0.843321742688,71.17,0.323493234932,2391
153,bigoldtweets,10,False,0,0.0,0.0,1,1,0.981132075472,3.35,0.254672897196,625
154,big_ben_clock,4600,False,0,0.0,0.0,60442,17872,1.0,23.27,0.000213675213675,3194
155,bijan_ebooks,26,False,2,0.0,0.0,23,4,0.911111111111,14.14,0.51067961165,1547
156,BILD_Komposita,18,False,0,0.0,0.0,0,0,1.0,10.54,1.0,1045
157,bitcoinadvice,109,False,0,0.0135135135135,0.0,10,3,0.477820025349,2.64,0.015444015444,1698
158,BitcoinSpreads,208,False,0,1.0,0.0,1,0,0.996573142,40.25,1.0,1680
159,bitsofpluto,306,False,0,0.0,0.0,8250,1584,0.995914698913,3.83,0.208888888889,1039
160,bizbot,11,False,87,0.0,0.0,10,3,0.825688073394,3.49,0.589058524173,506
161,BlackBoughBot,41,False,0,0.0,0.0,19,8,0.907335907336,6.50,0.291666666667,1828
162,BlagueEnKit,5,False,0,0.0,0.0,3,2,0.985294117647,5.00,0.339878447873,1036
163,blahfuture,21,False,0,0.0,0.0,0,0,1.0,7.86,0.944444444444,1352
164,blessthisdoobie,7,False,0,0.0,0.0,9,1,0.976744186047,23.20,0.51187150838,869
165,BletchleyRoll,20,False,0,0.0,0.0,1156,171,0.857855361596,47.38,0.165948275862,1285
166,blkchninstitute,2037,False,3270,0.313499442172,0.822495606327,289,115,0.997976732423,153.41,0.358668192516,1005
167,BloomSays,11,False,0,0.0,0.0,8,2,0.952380952381,11.82,0.27972027972,632
168,BloubBloubBloub,34,False,20,0.0,1.0,283,183,0.539855072464,9.00,0.034093889326,2108
169,bluenotebot,13,False,53,0.0,0.0,35,24,0.990291262136,1.15,0.53717472119,967
170,BMovieGenerator,7,False,0,0.0,0.0,14,4,0.973684210526,4.00,0.343495934959,853
171,BoatNameBot,19,False,0,0.0,0.0,15,5,0.992,2.94,0.917197452229,1585
172,BoazimBot,46,False,0,0.0,0.0,27,102,1.0,23.26,0.736693690518,1774
173,bobbotalks,15,False,0,0.0,0.0,16,3,0.991525423729,7.92,0.39373970346,790
174,bobbo_bot,25,False,0,0.0,0.0,31,12,0.997206703911,24.00,0.902538071066,937
175,BobotTheBot,7,False,0,0.0,0.0,0,1,0.486567164179,1.19,1.0,1981
176,BodegaBot,73,False,0,0.0,0.0,278,127,1.0,23.96,0.117407533084,317
177,bon_appetiny,96,False,0,0.0,0.0,268,43,0.999343401182,3.98,0.285950413223,949
178,BookImages,179,False,66,0.0,0.0,123,70,0.981709461836,9.60,0.634708737864,1429
179,book_titles_bot,31,False,0,0.0,0.0,16,1,1.0,93.77,0.511366384522,1487
180,BOT20130429,55,False,0,0.25,0.5,39,20,0.970326409496,24.51,0.0993428681871,1918
181,botacokewith,29,False,0,0.0,0.0,79,30,0.997150997151,4.02,0.248484848485,798
182,BotAnnunciation,13,False,0,0.0,0.0,2,0,1.0,3.99,0.048835125448,1021
183,botaphor,20,False,0,0.0,0.0,43,24,0.988764044944,6.10,0.455197132616,233
184,botblique,31,False,2,0.0,0.0,300,111,0.998062015504,23.92,0.241640543365,791
185,botbot_8,13,False,0,0.0,0.0,13,3,0.992366412214,2.12,0.573863636364,727
186,BotCanCook,41,False,0,0.0,0.0,181,54,0.998275862069,21.02,0.198875614898,794
187,BotCarrion,20,False,0,0.0,0.0,30,4,1.0,7.64,0.0330064577852,1137
188,BotComplex,7,False,0,0.0,0.0,0,0,0.827586206897,1.66,1.0,409
189,BotDuCul,32,False,0,0.0,0.0,48072,14081,0.999885766507,47.62,0.334565619224,156
190,botechre,23,False,3,0.0,0.0,22,6,0.99512195122,23.88,0.96013667426,1440
191,botfoundahaiku,6,False,0,0.0,0.0,0,0,1.0,1.48,1.0,473
192,Botgle,86,False,6,0.0,0.0182965299685,59,9,0.431032515687,120.60,0.211873269763,1160
193,BotgleArtist,18,False,0,0.0,0.05,0,0,0.172897196262,1.35,0.528985507246,851
194,BotgleStats,17,False,0,0.0,0.00869565217391,2,0,0.952830188679,3.88,0.243432574431,1080
195,botgyver,13,False,29,0.0,0.666666666667,15,9,1.0,8.08,0.206399367964,674
196,botilius_syrus,14,False,0,0.0,0.0,1,0,1.0,0.87,0.64465408805,894
197,botinthestreet,19,False,0,0.0,0.0,61,18,0.977528089888,2.71,0.151957022256,893
198,botknock,24,False,0,0.0,0.0,9,0,0.764102564103,3.90,0.341421143847,1187
199,botmakingart,8,False,0,0.0,0.0,23,3,1.0,7.12,0.502092050209,393
200,botsalreadyhere,14,False,0,0.0,0.0,0,0,0.97619047619,3.52,1.0,842
201,botsbackintown,3,False,0,0.0,0.0,0,0,1.0,1.00,0.12972972973,631
202,BotSchmot,52,False,0,1.0,0.0,22,3,0.813492063492,19.05,0.830838323353,1358
203,botsmellslike,9,False,0,0.0,0.0,10,0,0.935483870968,47.83,0.0492713393477,803
204,botsrcool,68,False,2,0.0,0.0,284,43,0.985576923077,38.95,0.178832340844,1578
205,Botston,74,False,1,0.0,0.0,210,58,0.999289772727,5.92,0.256204562547,1127
206,bottertots,4,False,9,0.0,0.166666666667,14,0,0.868421052632,4.91,0.445790080738,1529
207,bottest_takes,105,False,3,0.0,0.0,1161,397,0.999654576857,23.70,0.183203732504,778
208,BottingtonTwit,8,False,0,0.0,0.0,1,2,1.0,23.94,0.0108966007343,998
209,BottishRail,10,False,0,0.0,0.0,6,6,0.473684210526,7.97,0.547120418848,609
210,bottyhorror,4,False,11,0.0,0.0,1,0,1.0,7.74,0.0889975550122,752
211,botty_mcbotface,22,False,0,0.0,0.0,9,1,1.0,8.14,0.349164467898,859
212,BotVaizey,8,False,0,0.0,0.0,12,6,0.64406779661,7.86,0.138780297107,636
213,bot_bites_bob,15,False,0,0.0,0.0,9,9,0.854545454545,47.88,0.279949399114,705
214,bot_dreams,25,False,0,0.0,0.0,43,170,0.99173553719,7.87,0.113778054863,838
215,Bot_in_World,20,False,0,0.0,0.0,20,1,1.0,10.99,0.166255144033,671
216,bot_marley,349,False,25,0.0,0.8,116,99,1.0,115.50,0.223661318384,2863
217,bot_misaka,41,False,0,0.0,0.0,2,0,0.994520547945,45.72,1.0,2848
218,bot_pharma,12,False,0,0.0,0.0,23,7,1.0,7.85,0.36844526219,613
219,bot_teleport,94,False,0,0.0,1.0,396,127,1.0,10.67,0.0878759398496,1023
220,bot_the_dickens,8,False,0,0.0,0.0,6,2,1.0,8.57,0.872,764
221,bot_world_order,10,False,0,0.0,0.0,15,14,0.866666666667,23.47,0.147978373296,709
222,bot_yukari,57,False,34,0.0,1.0,182,158,0.524252491694,19.77,0.172205438066,2845
223,BoubaKikiBot,10,False,0,0.0,0.258620689655,5,4,0.730158730159,3.80,0.409511228534,609
224,BoundlessWaves,5,False,0,0.0,0.0,12,5,1.0,3.80,1.0,395
225,bouquetbot,16,False,0,0.0,0.0,39,1,0.988095238095,2.00,1.0,1262
226,boy2bot,62,False,0,0.810344827586,0.0,21,6,1.0,33.69,0.377232885832,1040
227,boys_r_back_exe,9,False,0,0.0,0.0,3,5,0.941176470588,7.29,0.0972836386608,629
228,BPEarth,121,False,478,0.0,0.0,850,591,1.0,13.82,0.621621621622,1750
229,br0k3nw0rld,14,False,0,0.0,0.0,0,0,1.0,5.13,1.0,1430
230,BracketMemeBot,53,False,1,0.0,0.75,854,315,0.999130434783,21.74,0.295541945592,124
231,BraffPatterns,17,False,0,0.0,0.0,18,7,0.976470588235,1.74,1.0,1070
232,brainchatbot,5840,False,20,1.0,0.0806451612903,32,4,0.969298245614,179.66,0.291666666667,1707
233,BrainTendencies,38,False,0,0.0,0.0,11,6,1.0,6.67,1.0,1043
234,brandnewplanet,142,False,0,0.0,0.0,588,406,0.998839458414,23.89,0.0656254101588,1016
235,brandnewstudies,10,False,0,0.0,0.0,21,6,0.9,7.84,0.30103950104,607
236,BretBaier,8518,True,294,0.535353535354,0.269683257919,137537,495044,0.994039325226,17.89,0.382264175175,3492
237,BrexitMeansBot,8,False,0,0.0,0.0,2,0,1.0,23.92,0.331484049931,634
238,BritJobs,6,False,0,0.0,0.0,86,31,0.941860465116,23.95,0.101118012422,662
239,broadsheetwatch,7,False,0,0.0,0.0,14,0,1.0,20.52,0.00293660390396,464
240,broccoli_bot,550,False,0,0.0,0.0,205,109,0.948532995419,21.84,0.458113207547,2366
241,brokenpatterns,13,False,0,0.0,0.0,17,2,0.819672131148,8.24,1.0,570
242,broyalebot,2,False,0,0.0,0.0,0,0,1.0,51.06,1.0,82
243,BrutalistEngine,15,False,0,0.00414937759336,1.0,13,1,0.686746987952,17.98,0.173169062286,718
244,brutal_exe,57,False,0,0.0,0.0,553,90,0.998760842627,23.14,1.0,490
245,bublbobl_ebooks,26,False,0,0.5,0.277777777778,22,11,0.992063492063,7.21,0.334818114328,1948
246,Bumblebee_TFA,72,False,1,0.0,0.0,13,3,0.609204368175,70.41,0.456416464891,3017
247,buoypix,22,False,0,0.0,0.0,11,1,0.994897959184,3.14,0.270833333333,1019
248,burgervangelist,9,False,0,0.0,0.6,7,7,0.839285714286,25.89,0.167944785276,934
249,BurmaBot,7,False,0,0.0,0.0,0,0,1.0,18.41,1.0,1455
250,burritopatents,56,False,21,0.0,0.0,207,67,1.0,22.37,0.403723986857,1296
251,businesswordbot,12,False,0,0.0,0.0,4,3,1.0,5.33,0.593908629442,909
252,butnoemoji,24,False,0,0.0,0.0,25,120,0.888888888889,4.05,0.227651966627,890
253,butt_things,115,False,0,0.0,0.44,1950,634,0.475761288064,72.51,0.494760820046,1528
254,butwithguns,19,False,1,0.0,0.0,281,92,0.992882562278,21.80,0.434215430488,855
255,BUTYOURSELF,7,False,0,0.0,0.0,0,0,1.0,3.83,0.36403127715,957
256,BuzzFiendNews,61,False,0,0.0,0.0,511,216,0.999369880277,24.13,0.137393563285,954
257,by8_bot,4,False,0,0.0,0.0,0,0,0.437435367115,8.18,0.154166666667,2951
258,ByGodKingGeorge,2,False,8,0.0,0.0,10,14,1.0,140.79,0.038192501399,484
259,cabin_woods_bot,7,False,13,0.0,0.0,17,3,0.854545454545,7.92,0.114420062696,807
260,CachedCookies,4,False,0,0.0,0.0,5,1,0.933333333333,7.65,0.134799774394,268
261,CadaParcela,16,False,0,0.0,0.0,228,45,0.998969072165,23.16,0.386563489272,944
262,cait_bot,7,False,0,0.0,0.0,0,0,0.908273381295,5.49,1.0,961
263,CallecitasBsAs,7,False,0,0.0,0.0,12,1,0.993103448276,7.97,0.496596710153,950
264,CallecitasBsAs2,8,False,0,0.0,0.0,14,0,0.983050847458,7.96,0.496596710153,890
265,calloutbot,22,False,130,0.0,0.0,14,7,1.0,23.98,0.179784912718,669
266,CambervilleRE,8,False,1,0.0,0.0,28,6,0.972972972973,3.96,0.367055771725,892
267,CAM_Bot_RA,6,False,31,0.0,0.0,0,0,0.980769230769,1.00,0.313077939234,245
268,cant_miss_it,18,False,0,0.0,0.0,4,1,1.0,1.98,0.208888888889,1180
269,carin_ebooks,9,False,0,0.0,1.0,2,0,0.656565656566,2.15,0.684210526316,1520
270,carriercomm_git,17,False,278,0.0,0.0,4,7,1.0,20.84,0.440393518519,865
271,carrot_peelbot,548,False,24,0.0,0.0588235294118,104,69,0.512021857923,33.96,0.0838769804287,2532
272,Cartman_jp,286,False,0,0.0,0.0869565217391,882,363,0.685953950184,30.19,0.891768292683,3084
273,caseyisreading,16,False,289,0.0,0.00732600732601,16,0,0.866666666667,6.86,0.573361823362,2022
274,catboys_bot,102,False,386,0.0,0.0,6527,1308,0.539312239529,46.00,0.970691676436,1395
275,catgirls_bot,421,False,1265,0.0,0.0,135300,27918,0.600569700267,46.70,0.892145369285,1397
276,cat_in_field,28,False,0,0.0,0.0,9,1,0.986301369863,20.48,0.149008885851,883
277,cat_namer,15,False,61,0.0,0.0,1,0,0.918918918919,1.99,0.521103896104,629
278,ca_props_exe,13,False,0,0.0,0.0,6,4,0.96,23.97,0.102607572455,628
279,cc_diff,7,False,319,0.0,0.0,1,0,0.933333333333,43.37,0.259580291971,459
280,Cecinestpas_exe,7,False,0,0.0,0.0,2,1,1.0,4.51,1.0,723
281,celobruti,4,False,0,0.0,0.0,11,4,0.944444444444,7.64,0.989626556017,287
282,censusAmericans,302,False,0,0.0,0.0,511,115,1.0,22.50,0.0452094799506,1140
283,centoverheard,11,False,3,0.0,0.0,15,3,0.981818181818,7.82,0.412197114076,656
284,CeQuiNeMeBotPas,5,False,0,0.0,0.0,149,48,0.995708154506,5.99,0.196509009009,415
285,CestEnBuchant,6,False,0,0.0,0.0,53,3,0.988235294118,3.94,0.316804407713,685
286,chatbotmeup,35,False,41,0.58064516129,0.875,59,66,0.482729851493,2.98,0.644688644689,288
287,chatmundo,19,False,0,0.0,0.135483870968,6,0,0.963718820862,6.37,0.322842639594,1903
288,CheapQuickIdeas,26,False,40,0.0,0.873737373737,13,3,0.988235294118,24.02,0.0920724433359,1158
289,CheapSpaceNine,15,False,18,0.0,0.0,59,7,1.0,7.86,0.343026538679,893
