,user_name,list_count,verified_account,url_count,hashtag_diversity,user_tag_diversity,likes_no,retweet_no,friends_following_ratio,tweet_frequency,lexical_diversity,age_of_account
30,ActuallyNPH,58879,True,6,1.0,0.666666666667,36775,3950,0.999995123625,0.92,0.830508474576,3178
31,AC_Contento7,2,False,2,1.0,0.972972972973,2,734336,0.839838492598,4.51,0.597859327217,2538
32,AdamAWanderer,44,False,3397,0.242718446602,0.211290322581,45,542,0.24285498261,36.35,0.276518113109,3439
33,adambyrne_,51,False,86,0.615384615385,0.762557077626,3221,741299,0.599275799638,4.92,0.488796530538,2646
34,adamreidsmith,45,False,14,1.0,0.913043478261,72,5175,0.391732756549,5.18,0.659010600707,2337
35,adamrweinert,7,False,50,0.526315789474,0.803278688525,31,67996,0.271513353116,2.67,0.602293301147,3032
36,AdamSchefter,47580,True,119,0.857142857143,0.647540983607,457186,379451,0.999600649449,12.34,0.48001880583,3321
37,Adam_Loko116,6,False,12,1.0,0.972972972973,29,651608,0.56961406937,22.13,0.70625,2559
38,Addie_bo_baddie,1,False,15,1.0,0.914285714286,1,2362793,0.649193548387,2.94,0.646216768916,1617
39,adeoressi,588,False,0,0.0,1.0,10,8,0.993724147768,0.37,0.915492957746,3028
40,adipta09,16,False,4,1.0,1.0,0,0,0.783216783217,2.62,0.911764705882,2449
41,adityacdurai,26,False,14,0.666666666667,0.75,5,4,0.591885441527,1.36,0.563291139241,2029
42,adityasinghvi,92,False,2,0.0,1.0,1,1271,0.639701492537,10.75,0.972972972973,3566
43,adorasv,380,False,35,0.4,0.818181818182,262,108672,0.8599725925,1.00,0.623552123552,3387
44,adoredesu,79,False,0,0.0,0.8,3268,702,0.988541536929,1.73,0.898876404494,1195
45,Adralicious,24,False,124,0.681063122924,0.638888888889,151,522040,0.486438886932,3.03,0.508206330598,3391
46,AdrianPeterson,4730,True,11,1.0,0.555555555556,1900,912,0.999581045267,0.62,0.776978417266,3420
47,AdrienneBailon,2940,True,7,1.0,1.0,4149,886,0.999100101417,4.80,0.87012987013,3446
48,adropboxspace,33,False,40,1.0,0.69387755102,42,5963,0.209649626651,3.67,0.591416813639,1967
49,adubbsPNW,3,False,2,0.0,0.6,36,3842,0.626865671642,1.90,0.842105263158,2179
50,adultmomband,88,True,50,1.0,0.679611650485,25167,166424,0.918081918082,4.91,0.483198146002,3436
51,Advcate007,16,False,51,0.393728222997,0.386075949367,172,362386,0.59874693544,26.41,0.445237020316,3194
52,AfnanAK,1,False,0,1.0,1.0,1,83,0.623188405797,9.64,0.916666666667,2727
53,agentTMARIS,15,False,248,0.211678832117,0.189435336976,6046,383077,0.980416307427,35.78,0.404878936829,2091
54,agequake,5,False,40,1.0,0.275510204082,8,37,0.311546840959,1.59,0.5751565762,2769
55,AgyapasJordan,15,False,25,0.714285714286,0.676470588235,1,34072,0.443600867679,3.11,0.734966592428,1923
56,AhmadWaleed4568,7,False,122,0.326732673267,0.363636363636,136,1844254,0.815476190476,10.18,0.42665700833,1750
57,aIexjoy,140,False,51,1.0,0.875,32327,1745597,0.994332302301,4.40,0.486204013378,1614
58,aj8ness,0,False,18,0.8,0.777777777778,2,2516211,0.679012345679,2.43,0.597393689986,1538
59,AjaySPradhan,39,False,15,1.0,0.695652173913,9,4542,0.572136563877,2.74,0.763848396501,3281
60,AJCertified1,7,False,2,1.0,0.818181818182,5,3491,0.499400479616,5.37,0.831325301205,3304
61,ajitwrites,54,False,95,1.0,0.550819672131,143,367738,0.663776493256,15.72,0.52380952381,3400
62,akakiyani,46,False,549,0.662857142857,0.522170747849,360,6351309,0.699880668258,62.88,0.420560389436,2992
63,Akemi_prof,1,False,14,1.0,0.478260869565,39,1,0.177884615385,0.43,0.857142857143,537
64,AkheemV,15,False,241,0.909090909091,0.454094292804,780,801069,0.531583264971,62.15,0.376921363333,1925
65,akiraoltar,100,False,183,0.72027972028,0.580152671756,134,6116805,0.712,13.42,0.483270551739,3756
66,akshay_khanna,46,False,6,0.923076923077,0.583333333333,4,111402,0.655581947743,3.28,0.795833333333,3349
67,alanna,234,True,92,1.0,0.541666666667,3941,34203,0.913695387044,7.49,0.485359568986,3395
68,AlaskaAmy,7,False,1,1.0,0.8,0,78,0.481355932203,1.44,0.865853658537,3163
69,alaskarobotics,105,False,97,0.772727272727,0.595588235294,803,818161,0.548136009832,11.00,0.515239154616,2663
70,AlbertoDefa,58,False,11,0.52380952381,0.462068965517,3166,127097,0.979931549471,15.34,0.614307931571,3438
71,aldairbc_,2,False,11,1.0,0.753424657534,5,1057211,0.541984732824,1.85,0.621100917431,1377
72,AlecJRoss,4279,True,4,0.0,1.0,2266,8255,0.998382588581,5.05,0.814814814815,3211
73,alejandrooo_05,0,False,1,0.0,0.818181818182,8,122534,0.54280155642,2.40,0.863636363636,1913
74,AlexAigen,12,False,9,0.846153846154,0.648648648649,7,663,0.422343324251,2.36,0.793859649123,2741
75,alexanderhall,78,False,67,0.794871794872,0.658536585366,939,685836,0.65015015015,8.23,0.577291381669,3635
76,alexmcqueent,51,False,1,0.0,1.0,93,27,0.977601493234,6.04,0.921052631579,891
77,Alex_Senior1,1,False,0,1.0,1.0,0,254930,0.565627266135,3.04,0.9,2602
78,algore,39506,True,18,1.0,0.5,29521,10240,0.99998920612,0.69,0.734463276836,3553
79,AliBrown,2733,True,57,0.375,0.477272727273,98,37,0.942980895471,3.50,0.563770794824,3709
80,aliciakeys,51393,True,9,1.0,1.0,161247,19161,0.999976353506,2.28,0.75,3384
81,Alilowth,72,False,19,0.0,0.789473684211,245,23,0.994796260363,49.29,0.620503597122,1724
82,AlisonSudol,5636,True,15,1.0,0.65,1266,8553,0.999454341158,2.14,0.716216216216,4120
83,alissvee,0,False,4,1.0,0.666666666667,37,66962,0.507575757576,4.96,0.506485849057,2128
84,Alivnna,4,False,5,1.0,0.710526315789,408,288142,0.6496,15.13,0.685393258427,1503
85,Aliyah_Khan1,9,False,5,1.0,0.692307692308,9,74189,0.857703631011,2.87,0.708823529412,3315
86,AllanFinn,26,False,2,0.9,0.785714285714,15,29,0.573181169757,0.37,0.806060606061,3527
87,AlleeyyRick,5,False,136,0.440677966102,0.501851851852,112,1252289,0.211612284069,2.99,0.434256055363,2930
88,AllMakEvrything,0,False,3,0.0,1.0,26,452576,0.506578947368,1.45,0.762148337596,1877
89,AllTimeLow,6551,True,14,0.4375,0.641791044776,48388,7392,0.983247002831,2.31,0.666666666667,3062
90,AllyRamon_,3,False,2,0.0,1.0,3,36252,0.529225908373,2.57,0.805555555556,1919
91,AlolanMeowth,19,False,202,1.0,0.358944954128,9410,1272592,0.761370348494,13.82,0.332648569332,3368
92,AlvarezCasandra,1,False,27,0.0,0.97,10,4523831,0.612903225806,11.53,0.598600508906,2415
93,AlvaroGarnero,1794,True,30,0.714285714286,0.51724137931,316,83,0.997809710705,9.72,0.4914004914,3418
94,AlvaroKrus,2,False,23,1.0,0.785714285714,53,86049,0.37411971831,7.52,0.723145071982,2890
95,Alwayscharlie,33,False,12,0.842105263158,0.74358974359,18,481922,0.708574739282,7.40,0.652849740933,3390
96,alyankovic,31132,True,2,1.0,0.875,49314,3797,0.999890811613,1.11,0.847826086957,3437
97,Alyssa_Milano,36858,True,232,0.612244897959,0.616666666667,919005,930746,0.999121497873,14.77,0.468344774981,3414
98,alyssa_romero12,0,False,18,0.0,0.857142857143,43,2193375,0.615456238361,1.55,0.651785714286,2689
99,Al_FSU,9,False,56,1.0,0.679389312977,34,1379829,0.521268368136,15.87,0.534351145038,2391
100,Al_Horford,2958,True,8,1.0,1.0,23298,36070,0.999153052774,1.31,0.865671641791,3227
101,amaditalks,654,False,920,0.621052631579,0.485235434956,51350,3434236,0.844559339721,110.27,0.315790929204,3434
102,AMadumoole,109,False,300,0.69696969697,0.511936339523,608,121341,0.829511776634,32.04,0.43537270703,3149
103,Amala_ams,838,True,22,0.7,0.771428571429,44316,15846,0.999951574952,2.07,0.692452830189,2440
104,AmandaGrace97,1,False,7,1.0,0.828571428571,45,1765987,0.543655413271,5.75,0.646962233169,2479
105,amandamamaloco,0,False,115,0.537037037037,0.586021505376,158,58033,0.273276474769,5.75,0.564242012237,2916
106,amandapalmer,11346,True,186,0.851851851852,0.563636363636,43553,258769,0.999129967597,24.45,0.491852191875,3893
107,amberbrown2528,2,False,6,1.0,0.914893617021,99,1079014,0.463593854375,4.00,0.616504854369,1770
108,AMCOUNTRYCNTWN,306,False,111,0.654320987654,0.355212355212,1177,5440,0.97581823495,3.28,0.534857571214,3398
109,amijy106,1,False,9,1.0,0.756756756757,70,121246,0.562747688243,2.21,0.656050955414,1924
110,Amirrozzo,2,False,29,0.888888888889,0.796178343949,48,1932658,0.553333333333,4.60,0.639554087531,2967
111,Amit25may,6,False,5,1.0,0.535714285714,8,22902,0.634328358209,1.63,0.680887372014,3150
112,amitaghose,10,False,4,1.0,0.818181818182,1,32,0.465625,0.29,0.863247863248,2069
113,AmmeGrace,33,False,44,0.613636363636,0.9,91,143155,0.529668119343,2.30,0.648377125193,3067
114,amnatose,38,False,2,1.0,1.0,1,394,0.642349597347,41.31,0.914285714286,2320
115,amrit,380,False,2,0.0,1.0,5,0,0.781215057771,3.32,1.0,3472
116,amscraig,140,False,94,0.875,0.604735883424,1106,259193,0.515282392027,15.69,0.431620839363,3732
117,amyschumer,12684,True,4,1.0,1.0,2183,195,0.999571532783,2.85,0.666666666667,3309
118,am_i_sam98,0,False,32,0.0,0.926229508197,10,4249977,0.206289308176,3.75,0.561895551257,721
119,Anafan2,38,False,21,0.675675675676,0.277173913043,583,1686,0.677388836329,14.26,0.564285714286,2497
120,anagaal,3,False,42,0.0,0.558823529412,77,286791,0.453333333333,11.70,0.541544885177,2986
121,AnaliseKaylee,0,False,1,0.0,1.0,0,200527,0.466814159292,2.08,0.823076923077,2166
122,AnalSystemist,12,False,87,0.844444444444,0.239130434783,74,177328,0.430051813472,8.50,0.566936790924,1452
123,anandkaran,1,False,9,0.0,0.620689655172,2,1,0.296375266525,0.60,0.782945736434,3339
124,AndersFoghR,3219,True,12,1.0,0.8,881,554,0.999396298013,0.90,0.727272727273,3283
125,andi_napitupulu,3,False,8,1.0,0.0,1,0,0.357864357864,2.19,0.89349112426,2572
126,andreacberry,26,False,5,1.0,0.777777777778,4,8415,0.379388448471,0.47,0.778816199377,3378
127,AndreaUrbanPhD,5,False,29,0.933333333333,0.804347826087,58,52710,0.261153427639,0.43,0.658296943231,2146
128,ANDRESOHYES,7,False,5,1.0,0.714285714286,32,801652,0.632250580046,39.74,0.603524229075,2939
129,AndrewGortonWx,116,True,93,0.8,0.370165745856,645,412,0.603874283455,4.71,0.42160437557,1988
130,AndrewMarlan,79,False,4,1.0,0.923076923077,145,8862,0.992221682061,3.96,0.769620253165,3523
131,andrewrchow,80,False,12,0.0,0.884615384615,48,60122,0.680903954802,1.65,0.731441048035,2217
132,AndrewYNg,5,True,3,1.0,1.0,3866,887,0.99890003913,0.39,0.896551724138,2812
133,Andy,9678,True,47,0.310810810811,0.484581497797,100811,296402,0.999777088161,17.98,0.518975765889,3330
134,andyinsdca,44,False,39,0.96,0.662037037037,119,120690,0.321645628799,7.12,0.599790283118,3700
135,AngelOdom,2,False,49,1.0,0.615942028986,139,1293537,0.607214428858,3.35,0.456402772711,2384
136,animallyza,0,False,7,0.0,1.0,0,1682,0.554444444444,6.94,0.379310344828,3359
137,anindya0909,291,False,118,0.69387755102,0.36524822695,407,95762,0.706750276651,12.01,0.452908337835,3136
138,Anis_SGL,0,False,7,0.444444444444,0.384615384615,139,6273,0.44623655914,7.08,0.746835443038,1605
139,Anjali428,1,False,1,0.0,0.833333333333,3,150590,0.302824858757,0.57,0.822429906542,2205
140,annerichardsDRC,46,False,380,0.421965317919,0.446535500428,199,797048,0.263752825923,12.75,0.379729996058,2267
141,AnnieDuke,2320,True,109,0.807692307692,0.764705882353,4866,10594,0.983232910466,4.57,0.52778659892,3425
142,annieepark,107,False,0,0.0,0.0,1,0,0.809981401116,1.82,1.0,3305
143,Ann_Kimberlyyy,1,False,11,1.0,0.814814814815,374,1131991,0.508261731659,1.31,0.564121037464,1632
144,ann_marieann,20,False,7,0.608695652174,0.838709677419,45,28472,0.405534067242,4.65,0.712722298222,2145
145,ansarim,45,False,68,0.505882352941,0.611374407583,42,318314,0.501820830299,7.07,0.537032682812,3399
146,antoinewilson,106,True,29,1.0,0.75,260,488033,0.629805013928,4.73,0.635723431498,3692
147,antwon_R,1,False,7,1.0,0.657142857143,10,520766,0.494318181818,2.02,0.705293276109,2354
148,anupamachopra,2449,True,28,0.8125,0.782608695652,11009,1448,0.999551685283,1.83,0.702803738318,3097
149,AnupamkPandey,218,True,170,0.26,0.500498504487,5255,100230,0.967002810382,57.59,0.442316064432,2366
150,AnuraagKalluri,1,False,18,1.0,0.842857142857,66,1845507,0.503649635036,3.22,0.674840085288,1778
151,AOdago,22,False,11,1.0,0.634146341463,41,51,0.346153846154,0.32,0.766917293233,2508
152,apioth10,4,False,7,1.0,0.9375,9,232603,0.07468719923,2.00,0.696707105719,1554
153,aplusk,73420,True,8,1.0,0.857142857143,54829,7772,0.999956895754,2.86,0.8,3482
154,apotropaicwhit,1,False,17,0.0,0.75,34,1743806,0.623268698061,4.66,0.574835526316,1397
155,aprctrubin,11,False,42,1.0,0.548387096774,166,469,0.769662921348,10.39,0.528035320088,1822
156,apruuulx_,2,False,23,0.0,0.909090909091,21,3460670,0.585696670777,12.76,0.596685082873,1946
157,aquieTsui,0,False,2,0.0,0.4,1,0,0.333333333333,1.26,0.885714285714,2257
158,AraCekyan,3,False,90,0.636363636364,0.777251184834,47,3275630,0.56976744186,3.57,0.530939092453,3293
159,arellanokatee,15,False,9,0.6,0.247058823529,65,1573,0.640897755611,23.97,0.613266583229,3050
160,arhemant,22,False,4,1.0,0.909090909091,4,374,0.718773373224,0.62,0.816326530612,3864
161,ArianaGrande,58468,True,182,0.533333333333,0.446153846154,15656435,2655853,0.998880970502,12.35,0.399949405515,3386
162,AriDQ,4,False,17,1.0,0.707692307692,74,181590,0.535580524345,2.21,0.591703056769,3296
163,arif2243,2,False,5,0.7,0.888888888889,3,2,0.684210526316,0.65,0.772727272727,2493
164,aristo_clau,1,False,2,0.75,1.0,0,21335,0.448598130841,2.37,0.804511278195,1923
165,armandotamu,12,False,1,1.0,0.708333333333,49,14710,0.31955922865,2.27,0.76875,2544
166,ArmandTweets,132,True,8,1.0,0.725,262,5753,0.800904605263,1.94,0.739669421488,3468
167,ArmandVervaeck,245,False,729,0.582251082251,0.26079447323,9473,681738,0.571457367466,65.12,0.391224404513,2122
168,arrajib,4,False,5,0.0,1.0,1,1,0.648837209302,0.65,0.736842105263,3405
169,artconaghan,3,False,25,0.857142857143,0.69696969697,58,463332,0.145879732739,2.62,0.587570621469,2219
170,arthchan2003,86,False,0,0.0,1.0,0,464,0.894385357408,1.29,0.954545454545,3229
171,arthur_spirling,47,False,27,1.0,0.591836734694,495,497,0.729810568295,2.59,0.643243243243,944
172,Aru_MUFC,62,False,72,0.281105990783,0.0987460815047,2,739545,0.770348837209,28.58,0.357568872479,3020
173,ArvindKejriwal,5699,True,142,0.866666666667,0.384792626728,579473,441604,0.999984869227,10.47,0.458882854926,2459
174,AsherrCole,85,False,74,0.769230769231,0.577712609971,609,2876548,0.496427984141,35.87,0.43481427531,2598
175,AshGoesDeep,3,False,16,0.0,0.763636363636,24,1288359,0.527950310559,29.89,0.690042075736,1862
176,ashkaul33,33,False,6,1.0,0.705882352941,7,76627,0.506376594149,0.79,0.733333333333,3322
177,ashleymonroe,966,True,0,1.0,0.772727272727,1542,542,0.997430827079,1.97,0.822784810127,3451
178,ashleyokwuosa,12,False,17,1.0,0.783783783784,17,118763,0.278358809332,7.64,0.640522875817,2895
179,ashleytisdale,41900,True,22,0.571428571429,0.571428571429,239747,54025,0.999983167878,2.51,0.652905198777,3517
180,Ashleywingender,3,False,14,1.0,0.488372093023,149,61,0.284353741497,3.97,0.604325699746,2520
181,asifhussain337,31,False,12,0.808219178082,0.641509433962,2,8577,0.49022556391,3.79,0.732142857143,1939
182,AskarkOfficial,3,False,7,0.428571428571,0.521739130435,444,73166,0.53625,6.10,0.654155495979,2606
183,asmarrrra,6,False,25,1.0,0.714285714286,66,448350,0.795807453416,7.83,0.666230366492,1838
184,asuka111,104,False,12,0.533333333333,0.740740740741,3696,28562,0.964343077417,2.11,0.812351543943,3470
185,asuzsy,1,False,3,1.0,0.846153846154,4,75479,0.188405797101,0.36,0.789473684211,531
186,Atherworld,0,False,79,0.617647058824,0.501639344262,148,235539,0.559850374065,13.73,0.525015634772,3167
187,attibalazs,46,False,6,1.0,1.0,2,441,0.131036430387,0.24,0.844720496894,3733
188,attnkatdaley,65,False,8,1.0,0.388888888889,220,3,0.763022323984,10.26,0.712793733681,2816
189,AubreyODay,4044,True,38,0.46511627907,0.271428571429,2701,1210,0.984399429316,9.37,0.482880755608,3725
190,Auhbell,1,False,7,1.0,0.918918918919,19,585863,0.559375,1.97,0.71645021645,2512
191,AustinAvent,15,False,14,0.0,0.8,96,413203,0.691886111482,16.71,0.659722222222,1782
192,AustinC3,5,False,7,0.0,1.0,81,54630,0.547433903577,6.97,0.762589928058,2663
193,austynbrooke_3,0,False,70,0.0,0.661921708185,515,7216636,0.700310559006,8.78,0.426631039857,404
194,AvanJogia,3474,True,2,1.0,1.0,684,86,0.999463308883,3.02,0.95652173913,3210
195,Averie_,7,False,28,1.0,0.77358490566,600,429753,0.697712418301,7.78,0.54020385051,2571
196,AveryThatsMe,1,False,25,0.0,0.95,36,3631066,0.40296803653,3.14,0.51246882793,1911
197,awesamperson,5,False,12,1.0,0.870967741935,123,305457,0.606151537884,5.06,0.660170523752,2457
198,Awesomenezz,496,False,439,0.516853932584,0.708006279435,200,8914517,0.926511796077,68.96,0.445401174168,3427
199,AwesomeRalphJay,1,False,23,0.928571428571,0.522935779817,238,338981,0.627844712182,13.04,0.620053956835,2167
200,awyeahadam,0,False,33,1.0,0.816091954023,15,1844100,0.445062586926,7.03,0.611420612813,2812
201,Axelcarp230,7,False,163,0.0,0.00613496932515,3,0,0.139269406393,4.18,0.349148859109,2012
202,ayeshacania,3,False,40,1.0,0.75,1,0,0.342323651452,3.09,0.535714285714,3291
203,AYODELE7,0,False,2,1.0,1.0,12,43694,0.494949494949,0.24,0.764258555133,3257
204,A_AlRuwaieh,6,False,39,1.0,0.304054054054,27,167,0.5,0.99,0.718161683278,2538
205,a_meraaa,0,False,1,1.0,1.0,0,90922,0.472361809045,1.67,0.811881188119,1747
206,BabeAtSea,16,False,23,1.0,0.345381526104,374,163,0.391928251121,9.52,0.540268456376,3063
207,Baborockranch,0,False,3,0.0,0.428571428571,0,9131,0.917840375587,0.21,0.932203389831,1022
208,Babylonian,579,True,18,1.0,0.833333333333,9015,30648,0.985711730245,19.53,0.649774774775,3590
209,Babysoph18,0,False,4,0.0,0.545454545455,37,108433,0.629144851658,2.59,0.705570291777,2783
210,badbanana,13139,True,1,1.0,0.0,12164,2234,0.999662612521,4.17,0.818181818182,4166
211,balangchuol,2,False,3,0.0,0.913043478261,117,126711,0.728093947606,3.99,0.710638297872,2225
212,balof2001,0,False,1,0.0,1.0,0,0,0.0799908842297,0.09,0.907894736842,1602
213,BanaTwal,10,False,155,0.789473684211,0.840155945419,41,16239254,0.500655307995,12.65,0.436112122315,1812
214,bankytoby,0,False,0,0.0,0.5,0,10335,0.154255319149,0.30,0.875,1472
215,Bann_Dot,5,False,1,1.0,0.909090909091,1,48533,0.653528289892,18.64,0.835294117647,1889
216,Barbie892,194,False,893,0.583643122677,0.285002621919,99,12358472,0.503472695084,78.45,0.253229129198,3343
217,BarRefaeli,2896,True,18,1.0,1.0,1549,114,0.999793500221,2.46,0.849557522124,2890
218,BasedYoona,121,False,5,1.0,0.717647058824,7983,61360,0.981253057966,23.15,0.731751824818,1610
219,bbangie,16,False,0,0.0,1.0,0,38123,0.523168908819,8.26,1.0,3442
220,bclinks17,5,False,258,0.877551020408,0.68198757764,151,16804522,0.617283950617,19.09,0.437151394422,1605
221,bcsing29,1,False,4,0.833333333333,0.869565217391,9,4125,0.0939708939709,0.41,0.878048780488,2416
222,BDandG963,16,False,79,0.613333333333,0.242489270386,541,163070,0.496281271129,17.05,0.453642384106,781
223,BDubsJrII,5,False,2,0.0,0.5,12,2,0.457570715474,3.56,0.916666666667,1421
224,BDUTT,10504,True,136,0.645161290323,0.526984126984,85560,155636,0.999760007715,34.32,0.455596426695,3465
225,beabeyyyy,1,False,12,1.0,0.443037974684,74,1200154,0.769230769231,5.07,0.616480162767,2704
226,beanerrrera,9,False,100,0.636363636364,0.861635220126,98,6511547,0.580838323353,14.16,0.477455435163,2492
227,BeardedSchotz,5,False,1,0.0,0.666666666667,31,194166,0.527291452111,1.13,0.820512820513,2540
228,beatnomad,125,False,2,0.5,0.833333333333,23,5,0.458262350937,0.84,0.915254237288,2063
229,Beauty_195,1,False,0,0.0,0.0,0,0,0.516279069767,10.10,1.0,2799
230,beck,5531,True,24,0.615384615385,0.520833333333,6614,1253,0.999532651758,0.32,0.714566929134,3309
231,Beeros75,180,False,70,0.787878787879,0.242774566474,129,125816,0.904818560381,25.60,0.484238511204,3129
232,behindwoods,460,False,2005,0.376229336681,0.469565217391,223867,141026,0.998414664224,27.10,0.442210520717,3376
233,BehzadFatmi,15,False,63,0.875,0.575,605,1497,0.618453865337,6.32,0.595144356955,1643
234,bellofthebird,47,False,47,1.0,0.415841584158,535,1498,0.920091324201,28.66,0.472392638037,2476
235,bena_baby,1,False,0,0.0,1.0,0,2679,0.466780238501,2.59,0.906976744186,2227
236,BenjyRyan95,2,False,1,1.0,0.8,31,16700,0.241908006814,0.37,0.808695652174,2960
237,benlandis,7388,True,50,0.0,0.818181818182,30436,8474,0.630210325342,0.30,0.448247535597,3374
238,BennyHarlem,443,False,2,1.0,0.791666666667,0,344,0.999877420937,1.05,0.698360655738,3415
239,benparr,5508,True,63,1.0,0.653543307087,209,23865,0.964874016228,11.97,0.589222165735,3885
240,BenVimont,2,False,3,0.5,0.904761904762,86,182143,0.223968565815,0.29,0.739549839228,1480
241,BenWrightATL,385,False,87,1.0,0.620567375887,306,78426,0.769367333764,9.71,0.503820960699,3607
242,Ben_Lavea,0,False,4,1.0,0.777777777778,10,72,0.596931659693,1.54,0.705555555556,2007
243,berthastephanie,6,False,18,1.0,0.601851851852,73,1316036,0.625787687833,29.99,0.60671641791,2966
244,bestsheilaever,4,False,3,1.0,0.736842105263,8,84521,0.600608210846,3.86,0.619047619048,2312
245,BethMansfield,108,False,47,0.865384615385,0.758620689655,128,217750,0.341542919232,3.06,0.600549702245,4103
246,BEugeneSmith,30,False,0,0.0,1.0,0,0,0.537666174298,1.33,1.0,2671
247,bexquilliam,21,False,40,1.0,0.842105263158,95,221289,0.489336492891,1.53,0.609157808667,3309
248,bhattarai_dilip,3,False,2,0.9375,0.707865168539,2,227086,0.384143222506,2.52,0.752305665349,2397
249,Bigdaou,6,False,1,1.0,1.0,0,127,0.26274199921,1.14,0.940298507463,2957
250,bilalayub919,1,False,0,0.0,1.0,0,0,0.882978723404,5.10,1.0,3147
251,bilkisulabaran,126,True,52,0.692307692308,0.468253968254,142,138752,0.970204057064,4.06,0.581539933046,3000
252,bipsluvurself,6646,True,19,0.842105263158,0.62962962963,15492,61552,0.999973986485,3.42,0.675044883303,3111
253,BirdieeHigh,2,False,74,0.285714285714,0.8,31,1248471,0.239175257732,2.50,0.445896656535,2134
254,BishopWTBz,22,False,232,0.885714285714,0.335087719298,977,1455093,0.648394241417,38.86,0.379182156134,3066
255,bisping,2775,True,64,0.772727272727,0.396825396825,19649,2596,0.997575287434,7.39,0.601899827288,3313
256,BivianaMercado,1,False,14,1.0,0.819277108434,41,1662172,0.514285714286,2.26,0.555352241537,2275
257,BKurtB,9,False,20,0.479166666667,0.381294964029,32,230735,0.634382566586,7.62,0.588948787062,2466
258,BlackDragonYong,52,False,533,0.312878787879,0.270552147239,593,3626504,0.588640275387,80.23,0.417425514985,3305
259,blainelsimpson,1,False,7,1.0,1.0,4,1255929,0.656069364162,3.72,0.820754716981,2004
260,BlairUnderwood,1606,True,2,1.0,1.0,506,88,0.997251618405,1.03,0.853333333333,3472
261,blakeandrew04,2,False,10,0.947368421053,0.53488372093,143,223455,0.589030803907,5.28,0.657185628743,2058
